node_id,katz_centrality,in_degree,out_degree
583318,0.002568,0,2
1131223,0.002568,0,2
561568,0.012525,1,2
561581,0.005289,2,4
561593,0.003546,1,1
561595,0.006323,2,3
561610,0.004974,1,2
561613,0.017290,2,1
645084,0.003546,1,3
154023,0.007301,3,1
1112106,0.002568,0,2
1133846,0.002568,0,2
154047,0.007301,3,1
1130934,0.002568,0,1
1133028,0.002568,0,1
155158,0.005638,2,0
397590,0.003546,1,1
156794,0.003546,1,0
1118017,0.002568,0,1
158812,0.003546,1,0
1127812,0.002568,0,4
159084,0.007901,3,0
1152711,0.002568,0,3
159085,0.005723,2,2
241821,0.005723,2,2
160732,0.007037,2,0
1128853,0.002568,0,1
1153922,0.002568,0,2
162075,0.007901,3,1
1109830,0.002568,0,2
162080,0.008878,4,2
737204,0.002568,0,1
1135345,0.002568,0,1
739707,0.003546,1,1
163235,0.003546,1,0
166420,0.003546,1,0
166825,0.004523,2,0
166989,0.006987,3,0
168332,0.005457,1,0
169280,0.004523,2,0
656231,0.004431,1,1
1138755,0.002568,0,1
820662,0.002568,0,2
174425,0.005550,2,0
175256,0.005500,3,0
175548,0.014049,4,0
689152,0.004146,1,3
753070,0.016103,3,2
177115,0.006943,1,0
177993,0.003546,1,1
177998,0.004523,2,0
178718,0.005123,2,0
179180,0.006244,3,0
179702,0.008022,4,0
1152859,0.002568,0,1
179706,0.003918,1,0
180301,0.003546,1,0
1110628,0.002568,0,1
1120084,0.002568,0,2
182093,0.003918,1,0
1131550,0.002568,0,2
650814,0.003546,1,1
187260,0.003546,1,0
1110950,0.002568,0,1
189566,0.015682,5,0
1153014,0.002568,0,2
189623,0.004146,1,0
189655,0.009796,3,0
1129518,0.002568,0,2
1134346,0.002568,0,2
190698,0.005872,3,0
191222,0.004523,2,0
191216,0.002568,0,1
193347,0.008443,4,2
612306,0.006758,2,2
193352,0.011656,5,1
193918,0.003546,1,0
194609,0.014898,7,0
1154520,0.002568,0,1
126128,0.002568,0,1
215912,0.004785,1,2
563613,0.007349,2,1
248823,0.003546,1,1
377303,0.003546,1,1
198866,0.006382,2,0
199571,0.003546,1,0
643734,0.003546,1,2
202520,0.004523,2,0
202522,0.003546,1,0
643597,0.002568,0,2
203646,0.003546,1,1
205196,0.013014,8,2
1130568,0.002568,0,1
1130586,0.002568,0,1
628764,0.002568,0,3
628766,0.002568,0,1
815096,0.007520,1,2
950986,0.002568,0,2
1128151,0.002568,0,1
1129629,0.002568,0,4
210872,0.724655,6,0
212097,0.003546,1,0
1112071,0.002568,0,2
212107,0.003546,1,0
213246,0.006759,2,0
216877,0.004895,2,0
1117618,0.002568,0,3
216878,0.005872,3,0
1152663,0.002568,0,1
219218,0.003546,1,0
1112417,0.002568,0,1
567018,0.003546,1,2
219976,0.003546,1,0
220420,0.003546,1,0
226698,0.004523,2,0
1122304,0.002568,0,1
1128946,0.002568,0,2
228990,0.003546,1,0
228992,0.002568,0,1
230879,0.049675,18,0
1133428,0.002568,0,2
696343,0.003546,1,1
851968,0.003546,1,2
1153195,0.002568,0,2
232606,0.005872,3,0
232860,0.003546,1,0
1113084,0.002568,0,1
233106,0.004895,2,0
12275,0.002568,0,1
630890,0.003546,1,1
235678,0.008501,3,2
235679,0.010456,5,2
689439,0.002568,0,3
235683,0.013456,5,0
238401,0.003546,1,0
240321,0.013456,10,0
1113541,0.002568,0,1
245288,0.003546,1,0
1121398,0.002568,0,1
248431,0.003546,1,0
250566,0.003546,1,0
253762,0.006112,1,0
255628,0.005872,3,0
258259,0.003546,1,0
260121,0.003546,1,0
261040,0.004523,2,0
262108,0.003546,1,0
262121,0.003546,1,0
262178,0.006244,3,0
1138968,0.002568,0,3
263069,0.005267,2,0
263482,0.005872,3,0
264556,0.007444,3,0
335042,0.005123,2,1
267824,0.013476,2,0
270456,0.005267,2,0
270600,0.004523,2,0
1114838,0.002568,0,1
278394,0.005267,2,0
278403,0.003918,1,0
1152959,0.002568,0,1
285687,0.003546,1,0
286513,0.004895,2,0
288107,0.003546,1,0
1153784,0.002568,0,2
289945,0.005173,1,0
292277,0.005773,1,0
578845,0.008421,4,1
1133010,0.002568,0,2
302545,0.003546,1,0
1152858,0.002568,0,1
1131198,0.002568,0,2
643199,0.003546,1,2
307656,0.004523,2,0
270085,0.002568,0,1
1139195,0.002568,0,1
318071,0.003546,1,0
318187,0.003546,1,0
321004,0.003546,1,0
1117049,0.002568,0,1
1117089,0.002568,0,1
325314,0.003546,1,0
330208,0.004523,2,0
337766,0.004746,1,0
348305,0.007003,1,0
1118546,0.002568,0,1
358887,0.011493,2,0
360028,0.003546,1,0
367312,0.005289,2,2
1119211,0.002568,0,1
746058,0.004581,1,2
368657,0.004146,1,1
400455,0.004146,1,1
370366,0.006244,3,0
375605,0.003546,1,0
375825,0.003546,1,1
376704,0.003546,1,0
1119654,0.002568,0,1
379288,0.004581,1,0
380341,0.003546,1,0
60560,0.002568,0,1
384428,0.003546,1,0
1120019,0.002568,0,1
390693,0.003546,1,0
684972,0.003546,1,2
1135115,0.002568,0,2
408885,0.003546,1,0
1154173,0.002568,0,1
416867,0.003546,1,0
416964,0.004289,1,0
421481,0.003918,1,0
430574,0.003546,1,0
1105622,0.002568,0,1
430711,0.004895,2,0
1132416,0.002568,0,1
671052,0.003546,1,1
645571,0.008927,1,1
446610,0.003546,1,0
1123093,0.002568,0,1
458439,0.003546,1,0
1123493,0.002568,0,1
459206,0.003546,1,0
466170,0.004661,1,0
467383,0.005289,2,0
1128977,0.002568,0,2
1131374,0.002568,0,3
1154076,0.002568,0,4
577331,0.003546,1,2
646913,0.004523,2,3
1125597,0.002568,0,1
1125906,0.002568,0,1
1125953,0.002568,0,1
521183,0.006385,3,0
1125993,0.002568,0,1
522338,0.005123,2,0
1132864,0.002568,0,1
683360,0.004146,1,1
523010,0.004523,2,0
523574,0.011657,4,0
529165,0.003546,1,0
1126315,0.002568,0,1
561582,0.004581,1,2
646440,0.002568,0,1
561611,0.006867,2,0
561674,0.006907,3,1
1127541,0.002568,0,1
561789,0.007523,3,0
1127551,0.002568,0,1
561809,0.005872,3,0
562940,0.005780,2,0
1127810,0.002568,0,1
573553,0.008942,5,0
1138970,0.002568,0,1
593544,0.003546,1,1
608190,0.006750,2,1
1131734,0.002568,0,1
576362,0.006244,3,0
1128201,0.002568,0,1
578365,0.005723,2,0
1153900,0.002568,0,2
578650,0.005500,3,0
1128943,0.002568,0,4
1128978,0.002568,0,4
593559,0.004146,1,2
593560,0.004146,1,2
579108,0.003546,1,0
1128437,0.002568,0,2
582349,0.003546,1,0
592993,0.005500,3,0
592996,0.004523,2,0
593248,0.002568,0,1
593104,0.006244,3,0
1129015,0.002568,0,3
593201,0.003546,1,0
593209,0.003546,1,0
1153896,0.002568,0,2
594011,0.005267,2,0
594039,0.003546,1,0
594119,0.003546,1,0
1129021,0.002568,0,1
594483,0.003546,1,0
1129040,0.002568,0,1
594511,0.004523,2,0
601462,0.005500,3,0
1129368,0.002568,0,1
1129369,0.002568,0,1
604073,0.003546,1,0
1129494,0.002568,0,1
610529,0.003546,1,0
1153946,0.002568,0,1
616336,0.003546,1,0
617378,0.003546,1,0
1130069,0.002568,0,1
617575,0.003546,1,0
1130080,0.002568,0,1
621555,0.003546,1,0
1130243,0.002568,0,1
626530,0.007734,4,0
1130454,0.002568,0,2
1154012,0.002568,0,2
626531,0.004895,2,1
626574,0.003546,1,2
626999,0.004523,2,0
628458,0.003546,1,0
628459,0.002568,0,1
631015,0.004523,2,0
633030,0.004146,1,1
633031,0.004146,1,1
633081,0.015784,5,0
672070,0.014392,5,2
672071,0.013684,4,2
642593,0.003546,1,0
1131163,0.002568,0,1
642621,0.047099,3,0
1131164,0.002568,0,1
1131258,0.002568,0,3
642641,0.003918,1,0
642681,0.015033,6,1
644441,0.004523,2,1
642798,0.004523,2,1
1131172,0.002568,0,1
644470,0.002568,0,3
642894,0.117202,13,1
1131180,0.002568,0,1
1131301,0.002568,0,4
1131335,0.002568,0,2
643239,0.153350,6,2
643485,0.093328,1,3
645046,0.006701,3,1
645870,0.005267,2,1
646334,0.004146,1,3
646357,0.004146,1,3
642920,0.004895,2,0
1131184,0.002568,0,2
642930,0.003546,1,1
1131189,0.002568,0,1
1131192,0.002568,0,1
1131257,0.002568,0,2
1131305,0.002568,0,2
1131334,0.002568,0,3
644448,0.007221,4,1
644577,0.047368,5,2
643695,0.004523,2,0
643777,0.002568,0,1
643735,0.003918,1,0
644361,0.003918,1,0
645016,0.003546,1,4
644363,0.003918,1,0
644427,0.021568,2,0
1131314,0.002568,0,2
644494,0.004523,2,2
644843,0.004895,2,0
1154071,0.002568,0,1
645088,0.004895,2,0
645452,0.003918,1,0
646289,0.016986,1,0
646412,0.003546,1,0
1131330,0.002568,0,1
646900,0.007221,4,0
1131359,0.002568,0,2
647315,0.003546,1,0
648106,0.007223,2,2
1131421,0.002568,0,2
648112,0.009666,4,1
1131420,0.002568,0,2
648121,0.006294,2,1
648369,0.003546,1,0
1131414,0.002568,0,1
650807,0.004523,2,0
653628,0.003546,1,0
1133930,0.002568,0,1
1131741,0.002568,0,2
654339,0.005723,2,1
654519,0.003546,1,0
1131754,0.002568,0,1
1131828,0.002568,0,1
662250,0.003546,1,0
1132073,0.002568,0,1
1132406,0.002568,0,1
1132443,0.002568,0,4
1132505,0.002568,0,3
675756,0.004895,2,0
682508,0.003546,1,1
1132857,0.002568,0,2
683294,0.004895,2,0
684531,0.003546,1,0
687401,0.003918,1,0
688824,0.003546,1,0
1133008,0.002568,0,1
688849,0.003546,1,0
1134031,0.002568,0,1
709518,0.003546,1,0
1134056,0.002568,0,1
711994,0.003546,1,0
1134197,0.002568,0,1
714208,0.004289,1,1
1154230,0.002568,0,1
733534,0.004523,2,0
733576,0.003546,1,0
734406,0.003546,1,0
735311,0.002568,0,1
738941,0.006924,2,0
1135455,0.002568,0,1
739280,0.006323,2,0
739816,0.005500,3,0
1140548,0.002568,0,1
752684,0.003546,1,0
1135955,0.002568,0,1
753047,0.020362,6,3
1136631,0.002568,0,2
1136634,0.002568,0,1
753264,0.011665,2,2
767763,0.003546,1,3
754594,0.003546,1,0
1136040,0.002568,0,1
756061,0.005500,3,0
1136110,0.002568,0,1
1136447,0.002568,0,4
762980,0.004523,2,1
1136449,0.002568,0,2
779960,0.003546,1,0
1137140,0.002568,0,1
814836,0.003546,1,0
1138619,0.002568,0,1
815073,0.007520,1,0
817774,0.003546,1,0
820661,0.002568,0,1
824245,0.003546,1,0
1139009,0.002568,0,1
1140231,0.002568,0,1
853114,0.056048,3,1
853155,0.003918,1,3
853115,0.077374,4,0
853118,0.003546,1,1
